<Rok,Kategorie,Leden,Únor,Březen,Duben,Květen,Červen,Červenec,Srpen,Září,Říjen,Listopad,Prosinec,Celkem
2025,Investown,2353209.66,2367327.0,2398797.0,2420452.0,2439922.0,2469155.0,2492371.0,2503765.0,2502925.0,2502925
2025,XTB SPX500,191669.0,203015.0,310893.0,328192.0,334785.0,346000.0,369832.0,371029.0,369598.0,369598
2025,eToro,172835.0,164666.0,148938.0,152550.0,151500.0,144049.0,146555.0,148202.0,149761.0,149761
2025,Zonky,1599750.0,1612264.0,1622236.0,1630703.0,1642471.0,1651140.0,1662545.0,1706579.0,1791140.0,1791140
2025,Bondster,1597860.0,1613387.0,2035750.0,2057565.0,2076449.0,2107869.0,2129812.0,2128149.0,2102146.0,2102146
2025,Trinity bank spořící účet,500000.0,500000.0,0.0,47053.0,44352.0,36657.0,36547.0,26307.0,36248.0,0
2025,KB běžný účet,39916.0,60765.0,39016.0,210431.0,226387.0,238125.0,243747.0,256376.0,259439.0,36248
2025,KB Japan equity,174341.0,184439.0,198663.0,5908.0,7927.0,9840.0,11913.0,13810.0,15860.0,259439
2025,KB dluhopisový fond,1981.15,1969.0,3945.0,496631.0,497707.0,454818.0,455772.0,456759.0,457716.0,15860
2025,Marek Creditas spořící účet,250000.0,250000.0,495592.0,240142.0,247980.0,254122.0,262330.0,271117.0,277287.0,457716
2025,Creditas MAX Variant CZ,216849.0,227503.0,232838.0,264296.0,267330.0,270717.0,273084.0,282289.0,285322.0,277287
2025,Marek ČSOB DPS,256842.0,258542.0,262596.0,0.0,0.0,0.0,0.0,0.0,0.0,285322
2025,Moneta spořící účet,250000.0,245000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025,Radka DPS ČSOB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277877.0,0
2025,Radka Creditas nemovitostní fond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277877
2025,Radka NN penzijko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025,Radka spořící účet Creditas,243435.0,253339.0,264387.0,273535.0,279160.0,285908.0,294801.0,300413.0,300435.0,300435

2026,Investown,2514085.0,2525396.0,2550204.0,2565601.0,,,,,,,,,2565601
2026,Bondster CZK,2095308.0,2093172.0,2003368.0,1996730.0,,,,,,,,,1996730
2026,Bondster EUR (CZK),0.0,0.0,88502.0,88500.0,,,,,,,,,88500
2026,Zonky,1916638.0,1935545.0,1936586.0,1946688.0,,,,,,,,,1946688
2026,eToro,147775.0,152456.0,145119.0,144052.0,,,,,,,,,144052
2026,XTB SPX500,370368.0,387286.0,402772.0,450618.0,,,,,,,,,450618
2026,KB běžný účet,50173.0,20554.0,11627.0,29000.0,,,,,,,,,29000
2026,Amundi Japan Equity,269900.0,304361.0,287160.0,312369.0,,,,,,,,,312369
2026,Creditas spořící účet,458707.0,450032.0,452534.0,452534.0,,,,,,,,,452534
2026,Creditas MAX Variant CZ,291397.0,294577.0,291540.0,306921.0,,,,,,,,,306921
2026,Já ČSOB DPS,292440.0,296090.0,274591.0,309705.0,,,,,,,,,309705
2026,Radka ČSOB DPS,4988.0,10061.0,14755.0,21753.0,,,,,,,,,21753
2026,Radka XTB MSCI WORLD,0.0,5000.0,9989.0,14846.0,,,,,,,,,14846
2026,Radka Creditas nemovitostní fond,0.0,15000.0,20000.0,25100.0,,,,,,,,,25100
2026,Radka NN pojištění,277877.0,277877.0,277877.0,277877.0,,,,,,,,,277877
2026,Radka spořící účet Creditas,0.0,5000.0,15041.0,225041.0,,,,,,,,,225041
2026,Moneta Espiria 30,304458.0,312684.0,311475.0,325207.0,,,,,,,,,325207
>
